1.974333	-0.065663	0.204702	1.202698	0.910462	0.560065	0.606103	0.153668	-0.258798	0.058759	0.175646	0.072976	
2.055750	0.932806	1.009500	1.125209	0.359431	-0.016194	0.089889	-0.080375	-0.251643	-0.147232	0.028197	-0.059806	
1.928774	0.050757	-0.126173	0.138922	-0.212989	-0.449929	-0.131168	-0.080764	-0.004224	0.006061	0.025794	-0.037170	
1.368149	0.892989	0.781075	0.614071	0.571825	0.449548	0.386967	0.255832	0.223242	0.151287	0.110126	0.032955	
2.183385	0.348615	-0.172455	0.132668	0.526051	0.771068	0.548746	-0.072337	-0.180702	-0.060662	-0.135730	-0.088339	
1.781667	0.665453	0.493923	0.369152	0.352075	0.418327	0.614166	0.445187	0.222189	0.071593	-0.006936	-0.010157	
2.035991	0.347370	-0.074430	0.523558	1.197331	1.055424	0.321228	-0.203515	-0.085375	0.117866	0.044789	0.009413	
0.499925	0.060498	0.369487	0.036841	0.254603	0.012389	0.253382	0.033388	0.091965	-0.034252	-0.001962	-0.064531	
2.048565	-0.487885	0.281054	1.533697	0.821068	0.632444	0.709999	-0.004404	-0.337195	0.163784	0.287963	0.020519	
1.698277	0.152239	0.512996	1.124979	0.828524	0.712915	0.542737	-0.075424	-0.153547	0.280705	0.216504	0.009496	
2.142438	-0.128813	0.153173	1.060744	0.664764	0.553593	0.765524	0.204517	-0.361592	-0.036375	0.116800	0.032931	
2.000337	0.566319	0.302877	0.606819	0.682271	0.732820	0.641543	0.173173	-0.065218	0.086356	-0.000545	0.005774	
2.186775	-0.398729	-0.038137	0.926522	0.628242	0.664673	0.679990	-0.271923	-0.351860	0.061805	0.043266	-0.100540	
1.820907	0.028052	0.026605	0.730259	0.770003	0.617965	0.410620	-0.206775	-0.300947	0.041105	-0.005415	-0.066363	
2.433185	-0.453273	-0.143665	1.017032	0.568159	0.311642	0.323479	-0.017478	-0.271866	-0.105993	-0.012005	-0.047079	
1.678438	0.847484	0.715545	0.646201	0.465630	0.232535	0.172086	0.041967	0.005902	0.003441	0.007722	-0.037657	
2.209460	-0.251822	0.189829	1.381607	0.983028	0.730651	0.717973	0.083689	-0.336453	0.143970	0.252247	0.052246	
2.017030	-0.204931	0.301918	1.126622	0.766046	0.781073	0.675745	-0.053211	-0.286847	0.175799	0.156479	-0.001495	
2.114121	0.049957	0.028919	1.066069	1.104897	0.709611	0.575546	0.034909	-0.293363	0.115410	0.112724	0.039943	
2.175532	0.061078	0.010294	0.820753	0.885194	0.906443	0.702678	-0.087221	-0.316801	0.125571	0.062350	-0.014247	
1.765123	0.051096	0.261145	1.148095	1.193493	0.635477	0.201264	-0.070907	0.045300	0.252513	0.105518	-0.028101	
1.803350	0.802576	0.681100	0.931739	0.903915	0.672144	0.455151	0.084185	-0.065857	0.138153	0.162866	0.045471	
1.662572	0.508291	0.733841	1.031507	0.593250	0.534477	0.652344	0.068098	-0.177377	0.218704	0.248028	0.016930	
1.898307	0.153981	0.130437	0.725196	0.684792	0.681450	0.617590	-0.021828	-0.296348	0.032342	0.004691	-0.013903	
1.794707	-0.168122	0.361784	1.286267	0.807809	0.483417	0.643307	0.119897	-0.313800	0.084318	0.188978	0.025671	
2.147070	-0.178260	0.023401	1.129533	0.917176	0.525892	0.534985	-0.244312	-0.341814	0.037924	0.061709	-0.095429	
2.793095	0.549138	1.137260	2.063598	0.437428	0.010635	0.286491	-0.166807	-0.295278	-0.161619	-0.000860	-0.147331	
2.132341	0.104234	0.071885	0.801760	0.762428	0.703320	0.645323	-0.018928	-0.262439	0.056171	-0.040738	-0.068221	
2.197604	-0.431899	0.127250	1.379613	0.794739	0.494525	0.461286	-0.032618	-0.279005	0.058461	0.125336	-0.032014	
1.807764	0.318548	0.363500	0.978427	0.830806	0.489612	0.422735	0.146645	-0.128836	0.001518	0.089175	0.043361	
2.056034	0.324652	0.233658	0.729796	0.632155	0.742966	0.803280	0.121226	-0.292080	0.091113	0.050786	-0.000968	
1.534832	0.518469	0.440613	0.403304	0.326502	0.188061	0.285735	0.121933	0.100137	0.047244	0.018146	-0.039182	
