1.613227	0.698655	2.018821	1.134618	-0.655845	-0.326752	0.634727	-0.499276	-0.388626	0.099787	0.040278	-0.183638	
1.379971	0.509373	1.560374	0.915553	-0.555803	-0.061661	0.708382	-0.292364	-0.214866	0.150872	0.080991	-0.175883	
0.187821	-0.231860	1.634276	0.911377	-0.248547	0.286517	0.991103	-0.217630	0.013407	0.194535	0.160119	-0.082417	
-0.012481	-0.674702	1.376951	0.719172	-0.266510	0.268090	0.843498	-0.125124	0.133545	0.040871	0.063939	-0.061742	
0.563162	-0.065170	1.732350	0.686429	-0.054116	0.471372	0.741448	0.148904	0.168458	0.165139	0.158079	0.019055	
1.214621	0.623495	0.705225	0.487057	0.196781	0.310943	0.352498	0.114812	0.068011	0.177036	0.097161	-0.007575	
1.430026	0.876446	0.808738	0.676784	0.436549	0.397799	0.384762	0.196722	0.083176	0.115388	0.065794	0.010438	
1.576281	1.059324	1.042457	0.889705	0.630612	0.602585	0.544702	0.264499	0.129777	0.145058	0.034465	0.032401	
1.709169	1.230444	1.074528	0.953621	0.794801	0.649670	0.502506	0.354947	0.215278	0.106131	0.033567	0.036946	
1.816374	1.260710	0.981561	0.739784	0.597506	0.533752	0.453691	0.349706	0.249753	0.105389	-0.026174	0.010465	
1.600806	1.073148	0.831905	0.664938	0.578502	0.552209	0.507167	0.398170	0.241049	0.071376	-0.069769	0.013630	
1.978573	1.377405	0.929753	0.554626	0.442843	0.600174	0.776816	0.752632	0.478902	0.104906	-0.116567	-0.061832	
1.473728	0.882336	0.625363	0.519249	0.494667	0.513928	0.479116	0.353944	0.173686	0.018775	-0.068400	0.003459	
1.731604	1.130755	0.763384	0.515939	0.431112	0.474455	0.562571	0.543814	0.337545	0.055329	-0.152848	-0.039220	
1.980633	1.225550	0.788822	0.572043	0.584436	0.763469	0.834236	0.710595	0.461158	0.115698	-0.205363	-0.054683	
2.210673	1.359135	0.827207	0.525117	0.497383	0.669172	0.719947	0.554854	0.297621	0.018712	-0.066252	-0.043580	
1.576627	1.007228	0.723374	0.563133	0.491174	0.425998	0.328029	0.241338	0.169738	0.089968	0.004806	0.011993	
1.613764	0.991132	0.678380	0.551480	0.553109	0.572024	0.509158	0.339655	0.137128	-0.004752	-0.049968	0.004655	
1.988675	1.089029	0.573520	0.542608	0.821930	0.975979	0.784668	0.452629	0.202043	0.005046	-0.142032	0.010248	
1.724830	1.028741	0.628507	0.491921	0.603163	0.745596	0.682510	0.386951	0.073246	-0.079087	-0.090006	0.004640	
1.696136	0.980420	0.604284	0.527082	0.681303	0.783769	0.634871	0.314400	0.021301	-0.103206	-0.062633	0.022651	
1.812255	0.909368	0.465831	0.579714	0.936452	0.983138	0.621174	0.215993	0.033178	-0.010405	-0.065263	0.053383	
2.179509	0.823600	0.175873	0.602827	1.372512	1.421937	0.646840	0.020603	0.025746	0.144015	0.024226	0.075978	
1.624400	0.805198	0.446471	0.539492	0.774271	0.723728	0.362531	0.062471	0.019517	0.068787	0.031637	0.025223	
1.525200	0.744650	0.486382	0.636257	0.850148	0.745487	0.349793	0.007756	-0.048496	0.064219	0.119740	0.041817	
2.612735	0.597740	-0.056317	0.815860	1.817698	1.655559	0.498995	-0.233828	0.020476	0.219001	0.288722	0.127384	
1.626063	0.632829	0.401163	0.815202	1.213046	0.977934	0.340308	-0.050071	-0.006197	0.139345	0.123995	0.068653	
1.845910	0.740483	0.296211	0.691234	1.222351	1.048304	0.312278	-0.139429	-0.009975	0.206370	0.126734	0.049002	
1.812659	0.736742	0.277691	0.658288	1.212744	1.062619	0.313354	-0.159573	-0.009798	0.235906	0.153441	0.058155	
2.584079	0.408843	-0.034048	0.972855	1.840655	1.517981	0.399825	-0.249744	0.021934	0.325511	0.295837	0.089653	
1.754853	0.762951	0.282980	0.523080	0.973580	0.871449	0.249586	-0.160797	-0.023771	0.227300	0.166185	0.048800	
1.589069	0.672129	0.363476	0.666593	1.029206	0.820171	0.193479	-0.164219	-0.008672	0.234071	0.188045	0.026733	
2.998671	0.572640	-0.161913	0.952651	2.053286	1.712705	0.249506	-0.457510	0.097690	0.346768	0.408096	0.080330	
1.652208	0.525121	0.284203	0.822408	1.291374	0.979275	0.225089	-0.153306	0.016246	0.234754	0.160730	0.039275	
2.061059	0.745316	0.121041	0.663214	1.400323	1.176716	0.290089	-0.195275	-0.005051	0.231251	0.177418	0.042920	
1.828280	0.653626	0.175783	0.671671	1.329702	1.127004	0.274300	-0.206028	0.000547	0.261184	0.152377	0.044484	
2.642277	0.602966	-0.204394	0.839779	1.958763	1.634469	0.333936	-0.354115	0.019262	0.289218	0.356520	0.085787	
1.440918	0.575267	0.393019	0.721712	0.989447	0.718981	0.141071	-0.159791	-0.019311	0.201613	0.194154	-0.002665	
1.660878	0.688487	0.294703	0.587793	1.016915	0.865055	0.226485	-0.183651	-0.055425	0.204682	0.165123	0.036140	
2.382578	0.575689	-0.126246	0.709387	1.795954	1.694691	0.556577	-0.266044	-0.121106	0.274133	0.261096	0.132308	
1.950803	0.470243	0.088073	0.834232	1.640641	1.460013	0.486589	-0.236667	-0.091090	0.354085	0.128679	0.102987	
1.469678	0.628811	0.393257	0.638916	0.925209	0.784328	0.302064	-0.044463	-0.041790	0.101788	0.124958	0.043912	
1.450616	0.680779	0.399369	0.503090	0.686741	0.599394	0.259499	-0.002760	-0.005076	0.111943	0.134986	0.027307	
2.172179	1.033178	0.322359	0.549861	1.243294	1.307566	0.518472	0.034607	0.176306	0.387785	0.202243	0.115177	
1.685346	1.008026	0.723884	0.746649	0.872197	0.785662	0.426441	0.121247	0.142732	0.264371	0.188879	0.097535	
1.399847	0.911591	0.709275	0.593021	0.532434	0.425729	0.364531	0.261276	0.187254	0.148407	0.097254	0.040887	
1.690835	1.193371	1.117542	0.883639	0.734043	0.515751	0.553722	0.308850	0.096785	0.100622	0.099412	0.040063	
1.253112	0.768555	0.614970	0.555274	0.532360	0.438769	0.421816	0.239595	0.222001	0.143526	0.095996	0.030133	
1.836470	0.156000	-0.486942	-0.231035	0.360790	0.522852	0.172760	0.154433	0.205451	0.067389	-0.191790	-0.175858	
2.440042	0.556837	-0.520452	-0.346737	0.306960	0.395821	0.148054	0.075535	0.112872	-0.031089	-0.094066	-0.152169	
